,prev_line,current_line
2202,ずりいぞ お前ばっかし,今日の俺 スゲえかも！
2203,今日の俺 スゲえかも！,久遠！
2204,久遠！,ううっ！
2205,ううっ！,調子乗んなよ まぐれシュートが！
2206,調子乗んなよ まぐれシュートが！,…じゃねえよ おにい
2207,…じゃねえよ おにい,集中しろ 集中！　イラつくな！
2208,集中しろ 集中！　イラつくな！,しゃあ！　ここからは 俺ら３人がフォワードだね
2209,しゃあ！　ここからは 俺ら３人がフォワードだね,久遠ばっかし目立たすかよ
2210,久遠ばっかし目立たすかよ,押せ押せでいく
2211,押せ押せでいく,うにゃ！
2212,うにゃ！,鰐間淳壱 ファウル
2213,鰐間淳壱 ファウル,チームＺ フリーキック
2214,チームＺ フリーキック,ヘヘッ チャンスだ
2215,ヘヘッ チャンスだ,バタついてんなあ あいつら
2216,バタついてんなあ あいつら,マークが甘いのは…
2217,マークが甘いのは…,あそこだ！
2218,あそこだ！,うっ！
2219,うっ！,久遠！
2220,久遠！,あいつ…
2221,あいつ…,らあっ！　ハットトリック！
2222,らあっ！　ハットトリック！,この子 これまで あまり目立ってなかったけど
2223,この子 これまで あまり目立ってなかったけど,すごいですね！
2224,すごいですね！,しゃあ！　前半で３-０！
2225,しゃあ！　前半で３-０！,久遠の武器 炸裂(さくれつ)！
2226,久遠の武器 炸裂(さくれつ)！,一人だけ突出させやがって この この…
2227,一人だけ突出させやがって この この…,なんか 今日の俺 うまくいきすぎてて怖(こえ)え！
2228,なんか 今日の俺 うまくいきすぎてて怖(こえ)え！,ケチャップ ドバドバだ！
2229,ケチャップ ドバドバだ！,後半は俺がハット決めて ６-０だからな
2230,後半は俺がハット決めて ６-０だからな,久遠監督の サザンオールスター作戦も
2231,久遠監督の サザンオールスター作戦も,ばっちりハマってるね
2232,ばっちりハマってるね,なんか 名前も かっこよく聞こえてきた
2233,なんか 名前も かっこよく聞こえてきた,俺は最初から かっこいいって思ってたぞ
2234,俺は最初から かっこいいって思ってたぞ,気を緩めるなよ！
2235,気を緩めるなよ！,おおっ！
2236,おおっ！,久遠の活躍で チームが積極的に戦えてる
2237,久遠の活躍で チームが積極的に戦えてる,俺たちは強くなってる！
2238,俺たちは強くなってる！,いくぞ！ おおっ！
2239,いくぞ！ おおっ！,こんなに熱い場所にいて…
2240,こんなに熱い場所にいて…,まだ お前は 諦めるために戦うとか言えんのかよ
2241,まだ お前は 諦めるために戦うとか言えんのかよ,千切
2242,千切,ハッハ～！　こっからは 雷市タイム キックオフだ
2243,ハッハ～！　こっからは 雷市タイム キックオフだ,あ？
2244,あ？,おっ？　おにい じきじきに 守備しなきゃ止めらんねえか？
2245,おっ？　おにい じきじきに 守備しなきゃ止めらんねえか？,ううっ…
2246,ううっ…,雷市 一旦戻せ
2247,雷市 一旦戻せ,ああ？ ゆっくり時間使ってこう！
2248,ああ？ ゆっくり時間使ってこう！,チッ…
2249,チッ…,ボール返せよ 久遠
2250,ボール返せよ 久遠,お前ばっか おいしいとこ持ってくなよ！
2251,お前ばっか おいしいとこ持ってくなよ！,もちろん！ チームが勝つのが最優先…
2252,もちろん！ チームが勝つのが最優先…,あっ！
2253,あっ！,おいしいとこ も～らい
2254,おいしいとこ も～らい,てめえ 取られてんじゃん！
2255,てめえ 取られてんじゃん！,あいつら２人で 中盤からディフェンスしてきた？
2256,あいつら２人で 中盤からディフェンスしてきた？,だったら また ファウル覚悟で止めてやる！
2257,だったら また ファウル覚悟で止めてやる！,千切！
2258,千切！,くっ…
2259,くっ…,俺がやる！
2260,俺がやる！,ほい
2261,ほい,クソッ…
2262,クソッ…,やっぱ ２人とも自由にさせたら
2263,やっぱ ２人とも自由にさせたら,ヤバすぎるぞ こいつら
2264,ヤバすぎるぞ こいつら,まだ２点差ある
2265,まだ２点差ある,無理して攻めなくていいから 確実にパスしてこう！
2266,無理して攻めなくていいから 確実にパスしてこう！,まあ そうだな リードしてるのは俺たちだし
2267,まあ そうだな リードしてるのは俺たちだし,潔君
2268,潔君,えっ 俺にバックパス？
2269,えっ 俺にバックパス？,つうか 弱っ！
2270,つうか 弱っ！,あっ ごめん！
2271,あっ ごめん！,この凡ミスは…
2272,この凡ミスは…,致命傷だ！
2273,致命傷だ！,イエ～イ！
2274,イエ～イ！,何やってんだ 久遠 おらあ！
2275,何やってんだ 久遠 おらあ！,３点決めて集中切れたか？
2276,３点決めて集中切れたか？,落ち着け 雷市！　もめんな！
2277,落ち着け 雷市！　もめんな！,ごめん 俺… 何やってんだ マジで
2278,ごめん 俺… 何やってんだ マジで,こんな大事な試合で…
2279,こんな大事な試合で…,ごめん！
2280,ごめん！,頭 上げろ わざと失敗したわけじゃねえだろ
2281,頭 上げろ わざと失敗したわけじゃねえだろ,切り替えっぞ
2282,切り替えっぞ,はあ？　謝って済むかよ！
2283,はあ？　謝って済むかよ！,２失点とも こいつからだろうが！
2284,２失点とも こいつからだろうが！,まだ勝ってんだし どう対策するか考えよう
2285,まだ勝ってんだし どう対策するか考えよう,だな このまま攻めるか 守り固めるか
2286,だな このまま攻めるか 守り固めるか,もういい 立てよ
2287,もういい 立てよ,ごめん
2288,ごめん,ヤバいな 次の１点は阻止しないと
2289,ヤバいな 次の１点は阻止しないと,このままじゃ…
2290,このままじゃ…,えっ？　今 あいつ… 笑った？
2291,えっ？　今 あいつ… 笑った？,気のせいか…
2292,気のせいか…,あと30分で１点リード
2293,あと30分で１点リード,やっぱ もう一点 取りにいったほうがいいだろ！
2294,やっぱ もう一点 取りにいったほうがいいだろ！,ああ 攻めるぞ
2295,ああ 攻めるぞ,そうこなくっちゃ
2296,そうこなくっちゃ,ねっ 潔 おう！
2297,ねっ 潔 おう！,とりあえず 次の１点を こっちが奪えば
2298,とりあえず 次の１点を こっちが奪えば,この試合を完全に制圧できる
2299,この試合を完全に制圧できる,来いよ おら！
2300,来いよ おら！,相手のペースに のまれるな！
2301,相手のペースに のまれるな！,練習してきたコンビネーション
2302,練習してきたコンビネーション,潔がジョイントになって
2303,潔がジョイントになって,俺と蜂楽のトライアングルで 切り崩す
2304,俺と蜂楽のトライアングルで 切り崩す,シュートコースさえあれば いつでもミドルを ぶち込む
2305,シュートコースさえあれば いつでもミドルを ぶち込む,まだ遠いな… つうか コースねえ
2306,まだ遠いな… つうか コースねえ,蜂楽にドリブルで 相手陣を崩してもらえば…
2307,蜂楽にドリブルで 相手陣を崩してもらえば…,ちょっ… ちょ…
2308,ちょっ… ちょ…,蜂楽へのパスコースが塞がれてる！
2309,蜂楽へのパスコースが塞がれてる！,しゃあねえ
2310,しゃあねえ,潔！
2311,潔！,もしかして こっちの連係パターン読まれてる？
2312,もしかして こっちの連係パターン読まれてる？,ああ もう 邪魔！
2313,ああ もう 邪魔！,チッ… クソが
2314,チッ… クソが,おかしい いくら研究してきたからって
2315,おかしい いくら研究してきたからって,初見で俺たち３人の コンビネーションを
2316,初見で俺たち３人の コンビネーションを,先読みできるはずがない
2317,先読みできるはずがない,武器が殺されてる
2318,武器が殺されてる,ゴールのにおいが… しない！
2319,ゴールのにおいが… しない！,あっ！
2320,あっ！,ナイス おにい！
2321,ナイス おにい！,クソッ！
2322,クソッ！,やっぱ おかしい 俺たちの作戦がバレてるとしか…
2323,やっぱ おかしい 俺たちの作戦がバレてるとしか…,いやいや 意味分かんねえだろ 俺たちは負けたら終わりなんだぞ！
